コイン・ロッカー,コイン・ロッカー,"omarica s ključi",n
コスト,コスト,izdatek,n
コック,コック,pipa,n
コップ,コップ,kozarec,n/sl
コピー,コピー,kopija,n/vs/abbr
コピー,コピー,fotokopija,n/vs/abbr
コピー,コピー,"narediti kopijo",n/vs/abbr
コピー,コピー,kopirati,n/vs/abbr
コマーシャル,コマーシャル,"reklama reklamn spot oglas",n
コミュニケーション,コミュニケーション,komunikacija,n
コミュニケイション,コミュニケイション,komunikacija,n
コメント,コメント,komentar,n/vs/adj-no/abbr
コメント,コメント,razlaga,n/vs/adj-no/abbr
コレクション,コレクション,kolekcija,n
コレクション,コレクション,poprava,n
コレクション,コレクション,zbirka,n
コレクション,コレクション,zbiranje,n
コレクション,コレクション,grajanje,n
コレクション,コレクション,popravilo,n
コンクール,コンクール,natečaj,n
混凝土,こんくりいと,cement,n/uk
混凝土,コンクリート,cement,n/uk
コンサート,コンサート,koncert,n
コンセント,コンセント,koncentričen,n
コンセント,コンセント,privolitev,n
コンセント,コンセント,"električna vtičnica",n
コンタクト,コンタクト,kontakt,n/vs/abbr
コンタクト,コンタクト,"kontaktna leča",n/vs/abbr
コンタクトレンズ,コンタクトレンズ,"kontaktna leča",n
コンタクトレンズ,コンタクトレンズ,"kontakne leče",n
コンタクト・レンズ,コンタクト・レンズ,"kontaktna leča",n
コンタクト・レンズ,コンタクト・レンズ,"kontakne leče",n
コンテスト,コンテスト,tekmovanje,n
コントラスト,コントラスト,kontrast,n
コントロール,コントロール,"preverjanje kontrola",n/vs
コントロール,コントロール,kontrola,n/vs
コントロール,コントロール,pregled,n/vs
コントロール,コントロール,nadzorstvo,n/vs
コンパス,コンパス,kompas,n
コンビニ,コンビニ,"min market",n/abbr
コンベニ,コンベニ,"min market",n/abbr
コンピュータ,コンピュータ,računalnik,n
コンピューター,コンピューター,računalnik,n
コンプレックス,コンプレックス,kompleks,n
ゴール,ゴール,gol,n/vs
ゴールデンウィーク,ゴールデンウィーク,"Golden Week",n
ゴールデンウィーク,ゴールデンウィーク,"(dobesedno) zlati teden",n
ゴールデンウィーク,ゴールデンウィーク,"prazniki od 29. aprila do 3. maja",n
ゴールデンウィーク,ゴールデンウィーク,"teden počitnic ob koncu aprila in začetku maja",n
ゴールデンウイーク,ゴールデンウイーク,"Golden Week",n
ゴールデンウイーク,ゴールデンウイーク,"(dobesedno) zlati teden",n
ゴールデンウイーク,ゴールデンウイーク,"prazniki od 29. aprila do 3. maja",n
ゴールデンウイーク,ゴールデンウイーク,"teden počitnic ob koncu aprila in začetku maja",n
ゴールデン・ウィーク,ゴールデン・ウィーク,"Golden Week",n
ゴールデン・ウィーク,ゴールデン・ウィーク,"(dobesedno) zlati teden",n
ゴールデン・ウィーク,ゴールデン・ウィーク,"prazniki od 29. aprila do 3. maja",n
ゴールデン・ウィーク,ゴールデン・ウィーク,"teden počitnic ob koncu aprila in začetku maja",n
ゴールデン・ウイーク,ゴールデン・ウイーク,"Golden Week",n
ゴールデン・ウイーク,ゴールデン・ウイーク,"(dobesedno) zlati teden",n
ゴールデン・ウイーク,ゴールデン・ウイーク,"prazniki od 29. aprila do 3. maja",n
ゴールデン・ウイーク,ゴールデン・ウイーク,"teden počitnic ob koncu aprila in začetku maja",n
護謨,ゴム,"lepilo gumi radirka",n/uk/abbr/col
護謨,ゴム,radirka,n/uk/abbr/col
護謨,ごむ,"lepilo gumi radirka",n/uk/abbr/col
護謨,ごむ,radirka,n/uk/abbr/col
ゴルフ,ゴルフ,golf,n
サークル,サークル,krog,n
サービス,サービス,strežba,n/vs
サービス,サービス,usluga,n/vs
サービス,サービス,služba,n/vs
サービス,サービス,"zastonj dodatek",n/vs
サービス,サービス,servis,n/vs
サービス,サービス,podpora,n/vs
サーヴィス,サーヴィス,strežba,n/vs
サーヴィス,サーヴィス,usluga,n/vs
サーヴィス,サーヴィス,služba,n/vs
サーヴィス,サーヴィス,"zastonj dodatek",n/vs
サーヴィス,サーヴィス,servis,n/vs
サーヴィス,サーヴィス,podpora,n/vs
サイクル,サイクル,kolo,n
サイクル,サイクル,kolesariti,n
サイクル,サイクル,krog,n
サイズ,サイズ,mera,n
サイズ,サイズ,velikost,n
サイズ,サイズ,"konfekcijska številka",n
サイレン,サイレン,sirena,n/adj-no
サイレン,サイレン,"morska deklica",n/adj-no
サイン,サイン,podpis,n/vs
サイン,サイン,avtogram,n/vs
サウジアラビア,サウジアラビア,"Saudska Arabija",n
サウジ・アラビア,サウジ・アラビア,"Saudska Arabija",n
サッカー,サッカー,nogomet,n
サボる,サボる,"""špricati pouk""",v5r/vi
サボる,サボる,lenariti,v5r/vi
サボる,サボる,"(pog.) špricati (šolo, delo)",v5r/vi
さぼる,さぼる,"""špricati pouk""",v5r/vi
さぼる,さぼる,lenariti,v5r/vi
さぼる,さぼる,"(pog.) špricati (šolo, delo)",v5r/vi
サラダ,サラダ,solata,n
サラリーマン,サラリーマン,uslužbenec,n
サラリーマン,サラリーマン,uradnik,n
サラリーマン,サラリーマン,"pisarniški delavec",n
サラリーマン,サラリーマン,"bel ovratnik",n
サラリーマン,サラリーマン,nameščenec,n
サラーリーマン,サラーリーマン,uslužbenec,n
サラーリーマン,サラーリーマン,uradnik,n
サラーリーマン,サラーリーマン,"pisarniški delavec",n
サラーリーマン,サラーリーマン,"bel ovratnik",n
サラーリーマン,サラーリーマン,nameščenec,n
サラリマン,サラリマン,uslužbenec,n
サラリマン,サラリマン,uradnik,n
サラリマン,サラリマン,"pisarniški delavec",n
サラリマン,サラリマン,"bel ovratnik",n
サラリマン,サラリマン,nameščenec,n
サラーリマン,サラーリマン,uslužbenec,n
サラーリマン,サラーリマン,uradnik,n
サラーリマン,サラーリマン,"pisarniški delavec",n
サラーリマン,サラーリマン,"bel ovratnik",n
サラーリマン,サラーリマン,nameščenec,n
サラリー・マン,サラリー・マン,uslužbenec,n
サラリー・マン,サラリー・マン,uradnik,n
サラリー・マン,サラリー・マン,"pisarniški delavec",n
サラリー・マン,サラリー・マン,"bel ovratnik",n
サラリー・マン,サラリー・マン,nameščenec,n
サラーリー・マン,サラーリー・マン,uslužbenec,n
サラーリー・マン,サラーリー・マン,uradnik,n
サラーリー・マン,サラーリー・マン,"pisarniški delavec",n
サラーリー・マン,サラーリー・マン,"bel ovratnik",n
サラーリー・マン,サラーリー・マン,nameščenec,n
サラリ・マン,サラリ・マン,uslužbenec,n
サラリ・マン,サラリ・マン,uradnik,n
サラリ・マン,サラリ・マン,"pisarniški delavec",n
サラリ・マン,サラリ・マン,"bel ovratnik",n
サラリ・マン,サラリ・マン,nameščenec,n
サラーリ・マン,サラーリ・マン,uslužbenec,n
サラーリ・マン,サラーリ・マン,uradnik,n
サラーリ・マン,サラーリ・マン,"pisarniški delavec",n
サラーリ・マン,サラーリ・マン,"bel ovratnik",n
サラーリ・マン,サラーリ・マン,nameščenec,n
サンキュー,サンキュー,"hvala (thank you)",int
サンキュ,サンキュ,"hvala (thank you)",int
センキュー,センキュー,"hvala (thank you)",int
センキュ,センキュ,"hvala (thank you)",int
サングラス,サングラス,"sončna očala",n
サンタクロース,サンタクロース,"Božiček (Santa Claus)",n
サンタクロース,サンタクロース,Božiček,n
サンタ・クロース,サンタ・クロース,"Božiček (Santa Claus)",n
サンタ・クロース,サンタ・クロース,Božiček,n
サンダル,サンダル,sandala,n
サンドイッチ,サンドイッチ,sendvič,n
サンドウィッチ,サンドウィッチ,sendvič,n
サンプル,サンプル,primer,n
サンプル,サンプル,vzorec,n
シーズン,シーズン,"letni čas",n/adj-no
シーツ,シーツ,rjuha,n
ＣＤ,シーディー,"zgoščenka CD",n
ＣＤ,シーディー,zgoščenka,n
ＣＤ,シーディー,CD,n
シート,シート,sedež,n
シート,シート,"list papirja",n
シートベルト,シートベルト,"varnostni pas (v avtu ipd. )",n/vs
シート・ベルト,シート・ベルト,"varnostni pas (v avtu ipd. )",n/vs
システム,システム,sistem,n/adj-no
シック,シック,chic,adj-na
シナリオ,シナリオ,scenarij,n
シャープペンシル,シャープペンシル,"tehnični svinčnik",n
シャープペンシル,シャープペンシル,"oster, ošiljen svinčnik",n
シャープ・ペンシル,シャープ・ペンシル,"tehnični svinčnik",n
シャープ・ペンシル,シャープ・ペンシル,"oster, ošiljen svinčnik",n
シャッター,シャッター,oknica,n
シャッター,シャッター,žaluzija,n
シャッター,シャッター,"zaslon, zaslonka (fot.)",n
シヤッター,シヤッター,oknica,n
シヤッター,シヤッター,žaluzija,n
シヤッター,シヤッター,"zaslon, zaslonka (fot.)",n
シャツ,シャツ,srajca,n
シャワー,シャワー,prha,n
シャワー,シャワー,tuš,n
シャンプー,シャンプー,"pranje las",n/vs
シューズ,シューズ,čevlji,n
ショー,ショー,predstava,n
ショー,ショー,šou,n
ショウ,ショウ,predstava,n
ショウ,ショウ,šou,n
ショート,ショート,"kratka frizura",adj-na/n/vs/abbr
ショック,ショック,šok,adj-na/n
ショック,ショック,pretres,adj-na/n
ショック,ショック,udarec,adj-na/n
ショック,ショック,trčenje,adj-na/n
ショック,ショック,pretresen,adj-na/n
ショック,ショック,šokiran,adj-na/n
ショック,ショック,trk,adj-na/n
ショッピング,ショッピング,nakupovanje,n/vs
ショッピング,ショッピング,"nakupovanje po trgovinah",n/vs
ショッピッング,ショッピッング,nakupovanje,n/vs
ショッピッング,ショッピッング,"nakupovanje po trgovinah",n/vs
ショップ,ショップ,trgovina,n
ショパン,ショパン,Chopin,n
シリーズ,シリーズ,nadaljevanka,n/n-suf
シリーズ,シリーズ,serija,n/n-suf
シリーズ,シリーズ,vrsta,n/n-suf
シリンダー,シリンダー,cilinder,n
シリンダ,シリンダ,cilinder,n
新嘉坡,シンガポール,Singapor,n/uk
星嘉坡,シンガポール,Singapor,n/uk
シングル,シングル,enojen,n/adj-no/abbr
シングル,シングル,samski,n/adj-no/abbr
シングル,シングル,"enoposteljna soba",n/adj-no/abbr
シンボル,シンボル,simbol,n/adj-no
シンポジウム,シンポジウム,"simpozij (iz angl. simpozij)",n
シンポジウム,シンポジウム,simpozij,n
Ｇパン,ジーパン,kavbojke,n/abbr/uk
ジーンズ,ジーンズ,"močno bombažno blago za kavbojke",n
ジーンズ,ジーンズ,jeans,n
ジンス,ジンス,"močno bombažno blago za kavbojke",n
ジンス,ジンス,jeans,n
ジェット機,ジェットき,letalo,n/jlpt-3
ジェット機,ジェットき,"reaktivno letalo",n/jlpt-3
ジャーナリスト,ジャーナリスト,novinar,n
ジャーナリズム,ジャーナリズム,novinarstvo,n
ジャズ,ジャズ,džez,n
ジャパン,ジャパン,Japonska,n
ジャム,ジャム,marmelada,n
ジャム,ジャム,džem,n
ジャム,ジャム,marmelada,n
ジャム,ジャム,džem,n
ジャム,ジャム,gneča,n
ジャンパー,ジャンパー,jopič,n
ジャンパー,ジャンパー,suknjič,n
ジャンパー,ジャンパー,jopica,n
ジャンパ,ジャンパ,jopič,n
ジャンパ,ジャンパ,suknjič,n
ジャンパ,ジャンパ,jopica,n
ジャンバー,ジャンバー,jopič,n
ジャンバー,ジャンバー,suknjič,n
ジャンバー,ジャンバー,jopica,n
ジャンプ,ジャンプ,skok,n/vs
ジャンボ,ジャンボ,jumbo,adj-na/n
ジャンボ,ジャンボ,"Jumbo Jet (letalo)",adj-na/n
ジャンル,ジャンル,žanr,n
ジャンル,ジャンル,zvrst,n
ジュース,ジュース,sok,n
ジュース,ジュース,"sadni sok {ne samo pomarančni!}",n
ジョギング,ジョギング,trim,n
ジョギング,ジョギング,tek,n
ジョギング,ジョギング,jogging,n
ジョッギング,ジョッギング,trim,n
ジョッギング,ジョッギング,tek,n
ジョッギング,ジョッギング,jogging,n
スーツ,スーツ,"obleka (formalna)",n
スーツ,スーツ,"(moška) obleka",n
スーツ,スーツ,"(ženski) kostim",n
スーツケース,スーツケース,kovček,n
スーツケース,スーツケース,"ročni kovček",n
スーパー,スーパー,"samopostrežna trgovina",n/abbr/adj-f
スーパー,スーパー,supermarket,n/abbr/adj-f
スーパ,スーパ,"samopostrežna trgovina",n/abbr/adj-f
スーパ,スーパ,supermarket,n/abbr/adj-f
スーパーマーケット,スーパーマーケット,supermarket,n
スーパーマーケット,スーパーマーケット,trgovina,n
スープ,スープ,juha,n
スイッチ,スイッチ,stikalo,n/vs
スイッチ,スイッチ,preklopiti,n/vs
スィッチ,スィッチ,stikalo,n/vs
スィッチ,スィッチ,preklopiti,n/vs
スカート,スカート,krilo,n
スカーフ,スカーフ,šal,n
スキー,スキー,smučanje,n
スキー場,スキーじょう,smučišče,n
スクール,スクール,šola,n
スケート,スケート,kotalke,n/vs
スケート,スケート,drsalke,n/vs
スケート,スケート,rolke,n/vs
スケート,スケート,drsanje,n/vs
スケート,スケート,kotalkanje,n/vs
スケジュール,スケジュール,urnik,n/vs
スケジュール,スケジュール,program,n/vs
スケジュール,スケジュール,tabela,n/vs
スター,スター,zvezdnik,n
スター,スター,zvezda,n
スター,スター,"znana osebnost",n
スタート,スタート,začetek,n/vs
スタート,スタート,začetek,n/vs
スタート,スタート,start,n/vs
スタート,スタート,odhod,n/vs
スタイル,スタイル,"slog stil",n
スタイル,スタイル,stil,n
スタジオ,スタジオ,studio,n
スタジオ,スタジオ,atelje,n
スタッフ,スタッフ,zaposleni,n/adj-no
スタッフ,スタッフ,surovine,n/adj-no
スタッフ,スタッフ,snov,n/adj-no
スタッフ,スタッフ,blago,n/adj-no
スタッフ,スタッフ,osebje,n/adj-no
スタンド,スタンド,stojnica,n/abbr
スタンド,スタンド,"kabina 【観覧度。台】",n/abbr
スタンド,スタンド,stanje,n/abbr
スタンド,スタンド,položaj,n/abbr
スチーム,スチーム,para,n
スチュワーデス,スチュワーデス,stevardesa,n
ステージ,ステージ,oder,n
ステレオ,ステレオ,"hifi stolpec",n
スト,スト,stavka,n/abbr
ストーブ,ストーブ,peč,n
ストーブ,ストーブ,štedilnik,n
ストーブ,ストーブ,"grelna naprava",n
ストーヴ,ストーヴ,peč,n
ストーヴ,ストーヴ,štedilnik,n
ストーヴ,ストーヴ,"grelna naprava",n
ストッキング,ストッキング,"hlačne nogavice",n
ストッキング,ストッキング,"dolga nogavica",n
ストップ,ストップ,zaustavitev,n/vs
ストップ,ストップ,stop,n/vs
ストップ,ストップ,ustaviti,n/vs
ストップ,ストップ,ustavitev,n/vs
ストライキ,ストライキ,stavka,n/vs
ストレス,ストレス,stres,n
ストレス,ストレス,napor,n
ストレス,ストレス,pritisk,n
ストロー,ストロー,slamica,n
ストロー,ストロー,slama,n
ストロー,ストロー,"slamnata bilka",n
ストロボ,ストロボ,stroboskop,n/adj-no
ストロボ,ストロボ,bliskavica,n/adj-no
スパイ,スパイ,vohun,n/vs
スパナ,スパナ,"ključ (za vijake in matice)",n
スピーカー,スピーカー,napovedovalec,n
スピーカー,スピーカー,govorec,n
スピーカー,スピーカー,govornik,n
スピーカー,スピーカー,zvočnik,n
スピーカ,スピーカ,napovedovalec,n
スピーカ,スピーカ,govorec,n
スピーカ,スピーカ,govornik,n
スピーカ,スピーカ,zvočnik,n
スピーチ,スピーチ,govor,n
スピード,スピード,hitrost,n
スプーン,スプーン,žlica,n
スプン,スプン,žlica,n
スプリング,スプリング,vzmet,n
スプリング,スプリング,pomlad,n
スプレー,スプレー,sprej,n/vs
スプレー,スプレー,razpršilec,n/vs
スペース,スペース,vesolje,n
スペース,スペース,prostor,n
スペシャル,スペシャル,poseben,adj-na/n
スペシャル,スペシャル,izjemen,adj-na/n
スポーツ,スポーツ,šport,n/adj-no
スポーツカー,スポーツカー,"športni avtomobil",n
スポーツ・カー,スポーツ・カー,"športni avtomobil",n
スポーツクラブ,スポーツクラブ,"športni klub",n
スポーツ・クラブ,スポーツ・クラブ,"športni klub",n
スマート,スマート,ostroumen,adj-na/n
スマート,スマート,bister,adj-na/n
スマート,スマート,razumen,adj-na/n
スマート,スマート,prebrisan,adj-na/n
スマート,スマート,zvit,adj-na/n
スマート,スマート,pretkan,adj-na/n
スマート,スマート,vitek,adj-na/n
スマート,スマート,eleganten,adj-na/n
スマート,スマート,moden,adj-na/n
スムーズ,スムーズ,"brez zaprek",adj-na
スムーズ,スムーズ,"miren raven gladek",adj-na
スムース,スムース,"brez zaprek",adj-na
スムース,スムース,"miren raven gladek",adj-na
スモッグ,スモッグ,smog,n/adj-no
スライド,スライド,diapozitiv,n/vs
スライド,スライド,drsalnica,n/vs
スライド,スライド,drseti,n/vs
スラックス,スラックス,"širok ohlapn hlače",n
スラックス,スラックス,"dolge hlače",n
スリッパ,スリッパ,copat,n
スリップ,スリップ,"zdrs 【滑る】",n/vs
スリップ,スリップ,prevleka,n/vs
スリップ,スリップ,"žensko spodnje perilo",n/vs
スリップ,スリップ,kombineža,n/vs
スリップ,スリップ,"žensko vrhnje ali spodnje krilo",n/vs
スリップ,スリップ,spodrsniti,n/vs
スリップ,スリップ,spodrsljaj,n/vs
スリル,スリル,"drget srh",n
スリル,スリル,drget,n
スリル,スリル,pretresti,n
スリル,スリル,trepetati,n
スロベニア,スロベニア,Slovenija,n
スロヴェニア,スロヴェニア,Slovenija,n
ズボン,ズボン,hlače,n
セーター,セーター,pulover,n
セーター,セーター,majica,n
セーター,セーター,jopa,n
スエーター,スエーター,pulover,n
スエーター,スエーター,majica,n
スエーター,スエーター,jopa,n
セエター,セエター,pulover,n
セエター,セエター,majica,n
セエター,セエター,jopa,n
セール,セール,razprodaja,n
セールスマン,セールスマン,prodajalec,n
セクション,セクション,sekcija,n
セクション,セクション,odsek,n
セクション,セクション,del,n
セクション,セクション,prerez,n
セックス,セックス,seks,n/vs
セックス,セックス,spolnost,n/vs
セックス,セックス,"spolno občevanje",n/vs
セット,セット,"komplet (angl. set)",n/vs
セット,セット,nastaviti,n/vs
セット,セット,serija,n/vs
セット,セット,"set (pri tenisu)",n/vs
セット,セット,zbirka,n/vs
セット,セット,klika,n/vs
セット,セット,set,n/vs
セメント,セメント,cement,n
セルフサービス,セルフサービス,samopostrežba,n
セレモニー,セレモニー,obred,n
セレモニー,セレモニー,slovesnost,n
センス,センス,"občutek (za red",n
センス,センス,"pisanje itd..)",n
センス,センス,"zdrava pamet",n
センス,センス,smisel,n
センス,センス,čut,n
センター,センター,"center (ustanova)",n
センター,センター,središče,n
センター,センター,sredina,n
センター,センター,težišče,n
センタ,センタ,"center (ustanova)",n
センタ,センタ,središče,n
センタ,センタ,sredina,n
センタ,センタ,težišče,n
センチ,センチ,"(Msr) centimetrov",n/abbr/pref/adj-na
センチ,センチ,centimeter,n/abbr/pref/adj-na
センチ,センチ,centimetrov,n/abbr/pref/adj-na
センチメートル,センチメートル,centimeter,n
センチメーター,センチメーター,centimeter,n
ゼミ,ゼミ,seminar,n/abbr
ゼリー,ゼリー,želatina,n
ゼリー,ゼリー,žolca,n
ゼリー,ゼリー,hladetina,n
ゼリー,ゼリー,žele,n
ジェリー,ジェリー,želatina,n
ジェリー,ジェリー,žolca,n
ジェリー,ジェリー,hladetina,n
ジェリー,ジェリー,žele,n
ジェリィ,ジェリィ,želatina,n
ジェリィ,ジェリィ,žolca,n
ジェリィ,ジェリィ,hladetina,n
ジェリィ,ジェリィ,žele,n
ソース,ソース,"omaka ali začimba",n
ソース,ソース,vir,n
ソックス,ソックス,nogavice,n
ソックス,ソックス,"kratka nogavica",n
ソファ,ソファ,zofa,n
ソファ,ソファ,kavč,n
ソファ,ソファ,divan,n
ソファー,ソファー,zofa,n
ソファー,ソファー,kavč,n
ソファー,ソファー,divan,n
ソフト,ソフト,mehek,adj-na/adj-no/n/abbr
ソフト,ソフト,blag,adj-na/adj-no/n/abbr
ソフト,ソフト,mehak,adj-na/adj-no/n/abbr
ソフト,ソフト,nežen,adj-na/adj-no/n/abbr
ソフト,ソフト,prijazen,adj-na/adj-no/n/abbr
ソロ,ソロ,solo,n/adj-no
ソロ,ソロ,samostojno,n/adj-no
タイトル,タイトル,naziv,n
タイトル,タイトル,naslov,n
タイピスト,タイピスト,tipkarica,n
タイピスト,タイピスト,tipkar,n
タイプ,タイプ,tip,n/abbr/vs
タイプ,タイプ,"vrsta 【型】",n/abbr/vs
タイプ,タイプ,"pisalni stroj",n/abbr/vs
タイプライター,タイプライター,"pisalni stroj",n
タイプライタ,タイプライタ,"pisalni stroj",n
タイマー,タイマー,kronometer,n
タイマー,タイマー,"merilec časa",n
タイマー,タイマー,štoparica,n
タイマ,タイマ,kronometer,n
タイマ,タイマ,"merilec časa",n
タイマ,タイマ,štoparica,n
タイミング,タイミング,"časovni omejitev",n
タイミング,タイミング,"časovni termin",n
タイミング,タイミング,razpored,n
タイム,タイム,čas,n
タイムリー,タイムリー,časovno,adj-na/n/abbr
タイムリ,タイムリ,časovno,adj-na/n/abbr
タイヤ,タイヤ,pnevmatika,n
タイヤ,タイヤ,zračnica,n
タイル,タイル,ploščica,n
タウン,タウン,mesto,n
タオル,タオル,brisača,n
タクシー,タクシー,taksi,n
タッチ,タッチ,dotik,n/n-suf/vs
タッチ,タッチ,tip,n/n-suf/vs
タレント,タレント,dar,n
タレント,タレント,talent,n
タワー,タワー,stolp,n
タワー,タワー,trdnjava,n
タンカー,タンカー,tanker,n
打,ダース,ducat,n/abbr/uk
ダイナマイト,ダイナマイト,dinamit,n
ダイヤ,ダイヤ,diamant,n/abbr
ダイヤ,ダイヤ,"vozni red 【時刻表】",n/abbr
ダイヤ,ダイヤ,razpredelnica,n/abbr
ダイヤ,ダイヤ,diagram,n/abbr
ダイア,ダイア,diamant,n/abbr
ダイア,ダイア,"vozni red 【時刻表】",n/abbr
ダイア,ダイア,razpredelnica,n/abbr
ダイア,ダイア,diagram,n/abbr
ダイヤモンド,ダイヤモンド,diamant,n
ダイアモンド,ダイアモンド,diamant,n
ダイヤル,ダイヤル,kazalo,n/vs
ダイヤル,ダイヤル,številčnica,n/vs
ダイヤル,ダイヤル,"zavrteti številko",n/vs
ダイヤル,ダイヤル,številka,n/vs
ダイアル,ダイアル,kazalo,n/vs
ダイアル,ダイアル,številčnica,n/vs
ダイアル,ダイアル,"zavrteti številko",n/vs
ダイアル,ダイアル,številka,n/vs
ダウン,ダウン,"padec 【倒れる】",n/vs/abbr
ダウン,ダウン,dol,n/vs/abbr
ダウン,ダウン,spodaj,n/vs/abbr
ダウン,ダウン,"navzdol ［倒れる］",n/vs/abbr
ダブる,ダブる,"podvojiti se",v5r/vi
ダブる,ダブる,"združit se",v5r/vi
ダブる,ダブる,podvojen,v5r/vi
ダブる,ダブる,"imeti dvojno",v5r/vi
だぶる,だぶる,"podvojiti se",v5r/vi
だぶる,だぶる,"združit se",v5r/vi
だぶる,だぶる,podvojen,v5r/vi
だぶる,だぶる,"imeti dvojno",v5r/vi
ダブル,ダブル,dvojni,n/adj-no/abbr
ダブル,ダブル,dvojen,n/adj-no/abbr
ダブル,ダブル,dvojno,n/adj-no/abbr
ダム,ダム,jez,n/adj-f
ダム,ダム,nasip,n/adj-f
ダンス,ダンス,ples,n/vs
ダンス,ダンス,plesati,n/vs
ダンプ,ダンプ,"odlagališče (za smeti)",n/vs/abbr
ダンプ,ダンプ,smetišče,n/vs/abbr
チーズ,チーズ,sir,n/int
チーム,チーム,moštvo,n
チーム,チーム,skupina,n
チーム,チーム,tim,n
ティーム,ティーム,moštvo,n
ティーム,ティーム,skupina,n
ティーム,ティーム,tim,n
チームワーク,チームワーク,"skupinsko delo",n
チェーン,チェーン,veriga,n
チェイン,チェイン,veriga,n
チェック,チェック,preveriti,n/adj-no/vs
チェック,チェック,označiti,n/adj-no/vs
チェンジ,チェンジ,sprememba,n/vs
チキン,チキン,piščanec,n/adj-na
チッキン,チッキン,piščanec,n/adj-na
チケット,チケット,vstopnica,n
チケット,チケット,"vozovnica karta",n
チケット,チケット,vozovnica,n
ティケット,ティケット,vstopnica,n
ティケット,ティケット,"vozovnica karta",n
ティケット,ティケット,vozovnica,n
テケツ,テケツ,vstopnica,n
テケツ,テケツ,"vozovnica karta",n
テケツ,テケツ,vozovnica,n
チップ,チップ,napitnina,n
チップ,チップ,nasvet,n
チャイム,チャイム,zvonec,n
チャイム,チャイム,zvonjenje,n
チャイム,チャイム,pritrkavanje,n
チャイム,チャイム,zvonenje,n
チャック,チャック,zadrga,n
チャック,チャック,met,n
チャック,チャック,"patentna zadrga",n
チャック,チャック,potrepljati,n
チャネル,チャネル,kanal,n
チャネル,チャネル,prekop,n
チャネル,チャネル,struga,n
チャネル,チャネル,"morski rokav",n
チャンネル,チャンネル,kanal,n
チャンネル,チャンネル,prekop,n
チャンネル,チャンネル,struga,n
チャンネル,チャンネル,"morski rokav",n
チャレンジ,チャレンジ,izziv,n/vs
チャレンジ,チャレンジ,"sprejeti izziv ",n/vs
チャレンジ,チャレンジ,"drzniti si",n/vs
チャンス,チャンス,možnost,n
チャンピオン,チャンピオン,šampion,n
チャンピオン,チャンピオン,prvak,n
チャンピオン,チャンピオン,as,n
チャンピョン,チャンピョン,šampion,n
チャンピョン,チャンピョン,prvak,n
チャンピョン,チャンピョン,as,n
チャンピォン,チャンピォン,šampion,n
チャンピォン,チャンピォン,prvak,n
チャンピォン,チャンピォン,as,n
チャンピヨン,チャンピヨン,šampion,n
チャンピヨン,チャンピヨン,prvak,n
チャンピヨン,チャンピヨン,as,n
チューリップ,チューリップ,tulipan,n
チュウリップ,チュウリップ,tulipan,n
チョーク,チョーク,kreda,n/adj-no
チョック,チョック,kreda,n/adj-no
チョコレート,チョコレート,čokolada,n
ツイン,ツイン,"dvoposteljna soba",n
テーブル,テーブル,miza,n/adj-no
テープ,テープ,trak,n
テープ,テープ,posnetek,n
テープレコーダー,テープレコーダー,magnetofon,n
テープレコーダー,テープレコーダー,kasetofon,n
テープレコーダー,テープレコーダー,magnetofon,n
テープレコーダ,テープレコーダ,magnetofon,n
テープレコーダ,テープレコーダ,kasetofon,n
テープレコーダ,テープレコーダ,magnetofon,n
テープ・レコーダー,テープ・レコーダー,magnetofon,n
テープ・レコーダー,テープ・レコーダー,kasetofon,n
テープ・レコーダー,テープ・レコーダー,magnetofon,n
テープ・レコーダ,テープ・レコーダ,magnetofon,n
テープ・レコーダ,テープ・レコーダ,kasetofon,n
テープ・レコーダ,テープ・レコーダ,magnetofon,n
テーマ,テーマ,tema,n
テーマ,テーマ,tematika,n
テーマ,テーマ,"predmet obravnave",n
ティッシュ,ティッシュ,"papirnati robček",n
ティッシュ,ティッシュ,"toaletni papir",n
ティッシュ,ティッシュ,"papirnat robček",n
ティシュー,ティシュー,"papirnati robček",n
ティシュー,ティシュー,"toaletni papir",n
ティシュー,ティシュー,"papirnat robček",n
ティシュ,ティシュ,"papirnati robček",n
ティシュ,ティシュ,"toaletni papir",n
ティシュ,ティシュ,"papirnat robček",n
ティッシュー,ティッシュー,"papirnati robček",n
ティッシュー,ティッシュー,"toaletni papir",n
ティッシュー,ティッシュー,"papirnat robček",n
テッシュ,テッシュ,"papirnati robček",n
テッシュ,テッシュ,"toaletni papir",n
テッシュ,テッシュ,"papirnat robček",n
テッシュー,テッシュー,"papirnati robček",n
テッシュー,テッシュー,"toaletni papir",n
テッシュー,テッシュー,"papirnat robček",n
ティッシュペーパー,ティッシュペーパー,"papirnat robček",n
ティッシュ・ペーパー,ティッシュ・ペーパー,"papirnat robček",n
テキスト,テキスト,besedilo,n
テキスト,テキスト,tekst,n
テキスト,テキスト,učbenik,n
テクスト,テクスト,besedilo,n
テクスト,テクスト,tekst,n
テクスト,テクスト,učbenik,n
テクニック,テクニック,tehnika,n
テクニーク,テクニーク,tehnika,n
テクノロジー,テクノロジー,tehnologija,n
テクノロジ,テクノロジ,tehnologija,n
テスト,テスト,"preverjanje znanja",n/vs
テスト,テスト,test,n/vs
テスト,テスト,test,n/vs
テニス,テニス,tenis,n
テニスコート,テニスコート,"teniško igrišče",n
