word,reading,translation,tags
トロッコ,トロッコ,truck,n
トロット,トロット,trav,n
トロピカル,トロピカル,tropisk,adj-na/n
トロフィー,トロフィー,trofé,n
トロンボーン,トロンボーン,basun,n
トロンボーン,トロンボーン,trombon,n
トング,トング,tång,n
トンネル,トンネル,tunnel,n/vs
ト短調,トたんちょう,moll,n
ドーナツ,ドーナツ,munk,n
ドーナッツ,ドーナッツ,munk,n
ドーピング,ドーピング,doping,n
ドーピング,ドーピング,dopning,n
ドーミトリー,ドーミトリー,sovsal,n
ドミトリー,ドミトリー,sovsal,n
ドーム,ドーム,kupol,n
ドア,ドア,dörr,n
ドイツ語,ドイツご,tyska,n/adj-no
ドキュメンタリー,ドキュメンタリー,dokumentär,n
ドキュメンタリ,ドキュメンタリ,dokumentär,n
ドキュメンテーション,ドキュメンテーション,dokumentation,n
ドキュメント,ドキュメント,dokument,n
ドクター,ドクター,läkare,n
ドクトル,ドクトル,läkare,n
ドクトリン,ドクトリン,doktrin,n
ドグマ,ドグマ,dogm,n
ドグマ,ドグマ,trossats,n
ドグマチズム,ドグマチズム,dogmatism,n
ドサ,ドサ,duns,n
ドタン,ドタン,duns,adv-to/adv/on-mim
どたん,どたん,duns,adv-to/adv/on-mim
ドッキング,ドッキング,dockning,n/vs
ドック,ドック,kupera,n/abbr
ドット,ドット,prick,n/adj-no
ドナー,ドナー,donator,n
ドミナント,ドミナント,dominant,n
ドミノ,ドミノ,dominobricka,n
ドメスチックサイエンス,ドメスチックサイエンス,hemkunskap,n
ドメスチック・サイエンス,ドメスチック・サイエンス,hemkunskap,n
ドライアイス,ドライアイス,torris,n
ドライ・アイス,ドライ・アイス,torris,n
ドライクリーニング,ドライクリーニング,kemtvätt,n
ドライ・クリーニング,ドライ・クリーニング,kemtvätt,n
ドライシャンプー,ドライシャンプー,torrschampo,n
ドライ・シャンプー,ドライ・シャンプー,torrschampo,n
ドライブイン,ドライブイン,drive-in,n/n-pref
ドラゴン,ドラゴン,drake,n
ドラッギング,ドラッギング,draggning,n
ドラッグ,ドラッグ,hämsko,n/vs
ドラァグ,ドラァグ,hämsko,n/vs
ドラマ,ドラマ,drama,n/abbr
ドラマ,ドラマ,dramatik,n/abbr
ドラマー,ドラマー,batterist,n
ドラマー,ドラマー,trummis,n
ドラマー,ドラマー,trumslagare,n
ドラマチック,ドラマチック,dramatisk,adj-na
ドラマティック,ドラマティック,dramatisk,adj-na
ドラム,ドラム,trumma,n
ドリーミング,ドリーミング,drömmeri,n
ドリーム,ドリーム,dröm,n
ドリブル,ドリブル,sagla,n/vs
ドリル,ドリル,borr,n/vs
ドリンク,ドリンク,dryck,n
ドル,ドル,dollar,n
ドルマンスリーブ,ドルマンスリーブ,pingvinärm,n
ドルマン・スリーブ,ドルマン・スリーブ,pingvinärm,n
ドルメン,ドルメン,dös,n
ドレス,ドレス,"ansa jord",n
ドレスアップ,ドレスアップ,kostymera,n/vs
ドレス・アップ,ドレス・アップ,kostymera,n/vs
ドレスシャツ,ドレスシャツ,frackskjorta,n
ドレス・シャツ,ドレス・シャツ,frackskjorta,n
ドレスメーカー,ドレスメーカー,sömmerska,n
ドレッサー,ドレッサー,påklädare,n
ドレッシング,ドレッシング,omplåstring,n
ドロー,ドロー,rita,n
ドローイング,ドローイング,teckning,n
ドロップ,ドロップ,droppe,n/vs
ドロップキック,ドロップキック,droppspark,n
ドンファン,ドンファン,donjuan,n
ドン・ファン,ドン・ファン,donjuan,n
ナーサリー,ナーサリー,barnkammare,n
ナーサリー,ナーサリー,plantskola,n
ナーサリーテール,ナーサリーテール,barnsaga,n
ナーサリー・テール,ナーサリー・テール,barnsaga,n
ナース,ナース,sköterska,n
ナイジェリア,ナイジェリア,Nigeria,n
ナイス,ナイス,näpen,adj-na/int
ナイトキャップ,ナイトキャップ,nattmössa,n
ナイトキャップ,ナイトキャップ,sängfösare,n
ナイトクリーム,ナイトクリーム,nattkräm,n
ナイト・クリーム,ナイト・クリーム,nattkräm,n
ナイフ,ナイフ,kniv,n
尼羅,ナイル,Nilen,n/uk
ナイロン,ナイロン,nylon,n
ナショナリゼーション,ナショナリゼーション,förstatligande,n
ナショナリティー,ナショナリティー,nationalitet,n
ナショナルインタレスト,ナショナルインタレスト,riksintresse,n
ナショナル・インタレスト,ナショナル・インタレスト,riksintresse,n
ナショナルキャラクター,ナショナルキャラクター,folklynne,n
ナショナル・キャラクター,ナショナル・キャラクター,folklynne,n
ナショナルコスチューム,ナショナルコスチューム,nationaldräkt,n
ナショナル・コスチューム,ナショナル・コスチューム,nationaldräkt,n
ナショナルスト,ナショナルスト,nationalist,n
ナショナリスト,ナショナリスト,nationalist,n
ナショナルパーク,ナショナルパーク,nationalpark,n
ナショナル・パーク,ナショナル・パーク,nationalpark,n
ナチズム,ナチズム,nazism,n
ナチュラライズ,ナチュラライズ,naturalisera,n
ナチュラリスト,ナチュラリスト,naturalist,n
ナチュラリズム,ナチュラリズム,naturalism,n
ナチュラルサイエンス,ナチュラルサイエンス,naturvetenskap,n
ナチュラル・サイエンス,ナチュラル・サイエンス,naturvetenskap,n
ナッシング,ナッシング,intet,n
ナット,ナット,nöt,n
ナパーム,ナパーム,napalm,n
ナビゲーター,ナビゲーター,navigatör,n
ナビゲータ,ナビゲータ,navigatör,n
ナフサ,ナフサ,nafta,n
ナミビア,ナミビア,Namibia,n
ナリッシュメント,ナリッシュメント,näring,n
ナルシシズム,ナルシシズム,narcissism,n
ナルシズム,ナルシズム,narcissism,n
ナンバー,ナンバー,antal,n/abbr
ニー,ニー,knä,n
ニード,ニード,behov,n
ニードル,ニードル,nål,n
ニーレングス,ニーレングス,knäkort,n
尼加拉瓦,ニカラグア,Nicaragua,n/uk
尼加拉瓦,ニカラグワ,Nicaragua,n/uk
ニコチン,ニコチン,nikotin,n
ニッカボッカ,ニッカボッカ,knickers,n
ニッカーボッカー,ニッカーボッカー,knickers,n
ニッカーボッカーズ,ニッカーボッカーズ,knickers,n
ニヒリスト,ニヒリスト,nihilist,n
ニヒリズム,ニヒリズム,nihilism,n
ニュー,ニュー,ny,adj-f
ニューカマー,ニューカマー,nykomling,n
ニューサンス,ニューサンス,immission,n
新西蘭,ニュージーランド,nyzeeländsk,n/uk
新西蘭,ニュージランド,nyzeeländsk,n/uk
ニュース,ニュース,nyhet,n
ニューズ,ニューズ,nyhet,n
ニュースバリュー,ニュースバリュー,nyhetsvärde,n
ニュース・バリュー,ニュース・バリュー,nyhetsvärde,n
ニュース映画,ニュースえいが,journalfilm,n
ニュース媒体,ニュースばいたい,nyhetsmedia,n
ニュートラリズム,ニュートラリズム,neutralism,n
ニュートロン,ニュートロン,neutron,n
ニュートン,ニュートン,newton,n
ニュープアー,ニュープアー,nyfattig,n
ニュー・プアー,ニュー・プアー,nyfattig,n
ニューレフト,ニューレフト,nyvänstern,n
ニュー・レフト,ニュー・レフト,nyvänstern,n
ニューロン,ニューロン,neuron,n
ニュアンス,ニュアンス,nyansera,n
ニンフ,ニンフ,nymf,n
ナンフ,ナンフ,nymf,n
ニンフォマニア,ニンフォマニア,nymfomani,n
ニ短調,ニたんちょう,moll,n
ヌーディスト,ヌーディスト,nudist,n
ヌーディズム,ヌーディズム,nudism,n
ヌードモデル,ヌードモデル,nakenmodell,n
ヌード・モデル,ヌード・モデル,nakenmodell,n
ヌードル,ヌードル,nudel,n/abbr/sl
ネイビー,ネイビー,marin,n
ネービー,ネービー,marin,n
ネーブル,ネーブル,navel,n
ネイブル,ネイブル,navel,n
ネーブルオレンジ,ネーブルオレンジ,navelapelsin,n
ネーブル・オレンジ,ネーブル・オレンジ,navelapelsin,n
ネーム,ネーム,namn,n/abbr
ネイキッド,ネイキッド,bar,n
ネイティブ,ネイティブ,infödd,adj-na/n/abbr
ネイティヴ,ネイティヴ,infödd,adj-na/n/abbr
ネーティブ,ネーティブ,infödd,adj-na/n/abbr
ネーティヴ,ネーティヴ,infödd,adj-na/n/abbr
ネイチブ,ネイチブ,infödd,adj-na/n/abbr
ネオロジズム,ネオロジズム,neologism,n
ネオレジズム,ネオレジズム,neologism,n
ネオンサイン,ネオンサイン,neonskylt,n
ネオン・サイン,ネオン・サイン,neonskylt,n
ネクスト,ネクスト,nästa,n
ネクロフィリア,ネクロフィリア,nekrofili,n
ネグレクト,ネグレクト,vårdslöshet,n/vs
ネゴシエーション,ネゴシエーション,förhandling,n
ネゴシエーション,ネゴシエーション,underhandling,n
ネスト,ネスト,näste,n
ネックレス,ネックレス,collier,n
ネックレス,ネックレス,halsband,n
ネックレス,ネックレス,halssmycke,n
ネックレス,ネックレス,koljé,n
ネックレース,ネックレース,collier,n
ネックレース,ネックレース,halsband,n
ネックレース,ネックレース,halssmycke,n
ネックレース,ネックレース,koljé,n
ネット,ネット,nät,n/abbr
ネットスコア,ネットスコア,näta,n
ネット・スコア,ネット・スコア,näta,n
ネットプレー,ネットプレー,nätspel,n
ネット・プレー,ネット・プレー,nätspel,n
ネットワーク,ネットワーク,nätverk,n
ネポチズム,ネポチズム,nepotism,n
ネポチズム,ネポチズム,svågerpolitik,n
ネポティズム,ネポティズム,nepotism,n
ネポティズム,ネポティズム,svågerpolitik,n
ネルソン,ネルソン,nelson,n
ノース,ノース,norra,n
ノートリアス,ノートリアス,ökänd,n
ノード,ノード,nod,n
ノーベル賞,ノーベルしょう,nobelpris,n
ノーマライズ,ノーマライズ,normalisera,n
ノイズ,ノイズ,oljud,n
ノイズィ,ノイズィ,bråkig,n
ノイズレス,ノイズレス,ljudlös,n
ノウハウ,ノウハウ,know-how,n
ノーハウ,ノーハウ,know-how,n
ノクターン,ノクターン,nocturne,n
ノスタルジア,ノスタルジア,nostalgi,n
ノズル,ノズル,dysa,n
ノッキング,ノッキング,knackning,n/vs
ノッチ,ノッチ,"falsa in",n
ノバ,ノバ,nova,n
ノブ,ノブ,knöl,n/abbr
ノブ,ノブ,handtag,n/abbr
ノッブ,ノッブ,knöl,n/abbr
ノッブ,ノッブ,handtag,n/abbr
ノベル,ノベル,roman,n
ノベルティ,ノベルティ,nyhet,n
ノベルティー,ノベルティー,nyhet,n
ノヴェルティ,ノヴェルティ,nyhet,n
ノヴェルティー,ノヴェルティー,nyhet,n
ノミネーション,ノミネーション,nominering,n
ノミネート,ノミネート,nominera,n/vs
ノモグラム,ノモグラム,nomogram,n
諾威,ノルウェー,Norge,n/uk
ノンチャラン,ノンチャラン,nonchalant,n
ハート,ハート,hjärta,n
ハードトップ,ハードトップ,hardtop,n
ハードトレーニグ,ハードトレーニグ,hårdträning,n
ハードボード,ハードボード,hårdpapp,n
ハードボイルド,ハードボイルド,hårdkokt,n
ハーブ,ハーブ,örtkrydda,n
ハーブティー,ハーブティー,örtte,n
ハーブティ,ハーブティ,örtte,n
ハーブ・ティー,ハーブ・ティー,örtte,n
ハーブ・ティ,ハーブ・ティ,örtte,n
ハープーン,ハープーン,harpun,n
ハープーン,ハープーン,harpunera,n
ハープシコード,ハープシコード,cembalo,n
ハーモナイズ,ハーモナイズ,harmoniera,n
ハーモニー,ハーモニー,harmoni,n
ハーモニー,ハーモニー,harmonilära,n
ハーレム,ハーレム,harem,n
ハレム,ハレム,harem,n
ハイアラーキー,ハイアラーキー,hierarki,n
ハイウエー,ハイウエー,färdled,n
ハイウェイ,ハイウェイ,färdled,n
ハイウェー,ハイウェー,färdled,n
ハイウエイ,ハイウエイ,färdled,n
ハイエナ,ハイエナ,hyena,n
ハイク,ハイク,vandra,n
ハイスピード,ハイスピード,"hård fart",n
ハイ・スピード,ハイ・スピード,"hård fart",n
ハイスピードスチール,ハイスピードスチール,snabbstål,n
ハイスピード・スチール,ハイスピード・スチール,snabbstål,n
ハイパーマーケット,ハイパーマーケット,stormarknad,n
ハイビスカス,ハイビスカス,hibiskus,n
ヒビスカス,ヒビスカス,hibiskus,n
ハイファイ,ハイファイ,hi-fi,n/adj-no
ハイフィ,ハイフィ,hi-fi,n/adj-no
ハイフン,ハイフン,bindestreck,n
ハイフン,ハイフン,divis,n
ハイブリッド,ハイブリッド,bastard,n/adj-no
ハイライト,ハイライト,glanspunkt,n
ハイレベルレンゲージ,ハイレベルレンゲージ,högnivåspråk,n
ハウ,ハウ,hur,n
ハウス,ハウス,härbärgera,n/abbr/int
ハウスキーパー,ハウスキーパー,hushållerska,n
ハウスホールド,ハウスホールド,hushåll,n
ハウスワイフ,ハウスワイフ,hemmafru,n
ハザード,ハザード,vågspel,n
ハスキーボイス,ハスキーボイス,"belagd röst",n
ハスキー・ボイス,ハスキー・ボイス,"belagd röst",n
ハズバンド,ハズバンド,make,n
ハック,ハック,fäsör,n
ハッシュ,ハッシュ,hasch,n
ハッチ,ハッチ,kläcka,n
ハニー,ハニー,honung,n
ハネムーン,ハネムーン,smekmånad,n
ハプニング,ハプニング,happening,n
ハペニング,ハペニング,happening,n
ハムスター,ハムスター,hamster,n
ハモンドオルガン,ハモンドオルガン,hammondorgel,n
ハモンド・オルガン,ハモンド・オルガン,hammondorgel,n
ハリケーン,ハリケーン,orkan,n
ハリケイン,ハリケイン,orkan,n
ハレルヤ,ハレルヤ,halleluja,int
ハロゲン,ハロゲン,halogen,n/adj-no
ハンカチ,ハンカチ,näsduk,n/abbr
ハンケチ,ハンケチ,näsduk,n/abbr
ハンガーストライキ,ハンガーストライキ,matstrejk,n
ハンガー・ストライキ,ハンガー・ストライキ,matstrejk,n
洪牙利,ハンガリー,Ungern,n/uk
匈牙利,ハンガリー,Ungern,n/uk
ハンギングプラント,ハンギングプラント,hängväxt,n
ハンギング・プラント,ハンギング・プラント,hängväxt,n
ハング,ハング,hänga,n/vs
ハンセン病,ハンセンびょう,lepra,n
ハンセン病,ハンセンびょう,spetälska,n
ハンディキャップ,ハンディキャップ,handikapp,n
ハンデキャップ,ハンデキャップ,handikapp,n
ハンディーキャップ,ハンディーキャップ,handikapp,n
ハンディクラフト,ハンディクラフト,hantverk,n
ハンディクラフト,ハンディクラフト,hemslöjd,n
ハンディクラフト,ハンディクラフト,slöjd,n
ハント,ハント,jaga,n/vs
ハンド,ハンド,hand,n/abbr
ハンドカート,ハンドカート,handkärra,n
ハンドシェーク,ハンドシェーク,handslag,n
ハンドバッグ,ハンドバッグ,handväska,n
ハンドリング,ハンドリング,hantering,n/vs
ハンバーガー,ハンバーガー,hamburgare,n
ハンバーグ,ハンバーグ,pannbiff,n
ハンバーグステーキ,ハンバーグステーキ,pannbiff,n
ハンバーグ・ステーキ,ハンバーグ・ステーキ,pannbiff,n
ハンブル,ハンブル,ödmjuk,adj-f/n/vs
ハンマー,ハンマー,hammare,n
ハンモック,ハンモック,hängkoj,n
ハンモック,ハンモック,hängmatta,n
ハンモック,ハンモック,koj,n
ハ短調,ハたんちょう,moll,n
バー,バー,bom,n
バーゲン,バーゲン,pruta,n/abbr
バーゲンセール,バーゲンセール,realisation,n
バーゲン・セール,バーゲン・セール,realisation,n
バージニティー,バージニティー,jungfrulighet,n
バージニティ,バージニティ,jungfrulighet,n
バージョン,バージョン,version,n
ヴァージョン,ヴァージョン,version,n
バースト,バースト,spräcka,n/vs
バーディー,バーディー,birdie,n
バードサンクチュアリー,バードサンクチュアリー,fågelreservat,n
バードサンクチュアリ,バードサンクチュアリ,fågelreservat,n
バード・サンクチュアリー,バード・サンクチュアリー,fågelreservat,n
バード・サンクチュアリ,バード・サンクチュアリ,fågelreservat,n
バーナー,バーナー,brännare,n
バーニア,バーニア,nonieskala,n
バーバリズム,バーバリズム,barbari,n
バーボン,バーボン,bourbon,n
バーレスク,バーレスク,burlesk,n
バレル,バレル,tunna,n
バーレル,バーレル,tunna,n
バイアス,バイアス,bias,n
バイヤス,バイヤス,bias,n
バイアスロン,バイアスロン,skidskytte,n
バイオテクノロジー,バイオテクノロジー,bioteknologi,n
バイオプシー,バイオプシー,biopsi,n
バイオマス,バイオマス,biomassa,n
バイオリズム,バイオリズム,biorytm,n
バイオリニスト,バイオリニスト,violinist,n
ヴァイオリニスト,ヴァイオリニスト,violinist,n
バイオリン,バイオリン,fiol,n
バイオリン,バイオリン,violin,n
ヴァイオリン,ヴァイオリン,fiol,n
ヴァイオリン,ヴァイオリン,violin,n
バイオレーション,バイオレーション,kränkning,n
バイオレット,バイオレット,viol,n
バイオレンス,バイオレンス,"yttre våld",n/adj-na
ヴァイオレンス,ヴァイオレンス,"yttre våld",n/adj-na
バイオロジー,バイオロジー,biologi,n
バイセクシャル,バイセクシャル,bisexuell,n/adj-no/adj-na
バイセクシュアル,バイセクシュアル,bisexuell,n/adj-no/adj-na
バイタリティー,バイタリティー,vitalitet,n
バイタリティ,バイタリティ,vitalitet,n
バイト,バイト,deltidsarbete,n/vs/abbr
バイト,バイト,extraknäck,n/vs/abbr
バイナリ,バイナリ,binär,adj-no
バイナリー,バイナリー,binär,adj-no
バイパス,バイパス,förbifartsled,n/vs
バイブル,バイブル,bibel,n
バイブレーター,バイブレーター,vibrator,n
バイブレータ,バイブレータ,vibrator,n
ヴァイブレータ,ヴァイブレータ,vibrator,n
ヴァイブレーター,ヴァイブレーター,vibrator,n
バイブレイター,バイブレイター,vibrator,n
バイメタル,バイメタル,bimetall,n
バイリンガル,バイリンガル,bilingual,n
バイリンガル,バイリンガル,tvåspråkig,n
バインダー,バインダー,omblad,n
バインディング,バインディング,inbindning,n
バインディング,バインディング,bindning,n
バインド,バインド,naja,n
バガボンド,バガボンド,vagabond,n
バキューム,バキューム,tomrum,n
バギナ,バギナ,vagina,n
ワギナ,ワギナ,vagina,n
ヴァギナ,ヴァギナ,vagina,n
ウァギナ,ウァギナ,vagina,n
バグパイプ,バグパイプ,säckpipa,n
バケーション,バケーション,skollov,n
ヴァケイション,ヴァケイション,skollov,n
ヴァケーション,ヴァケーション,skollov,n
バケイション,バケイション,skollov,n
バケツ,バケツ,ämbar,n
バケット,バケット,ämbar,n
バゲット,バゲット,baguette,n
バケット,バケット,baguette,n
バザー,バザー,basar,n
バザール,バザール,basar,n
バジェット,バジェット,budget,n
バス,バス,buss,n
バスーン,バスーン,fagott,n
バスケット,バスケット,korg,n/abbr
バスタオル,バスタオル,badhandduk,n
バス・タオル,バス・タオル,badhandduk,n
バスルーム,バスルーム,badrum,n
バスローブ,バスローブ,badkappa,n
バス発着場,バスはっちゃくじょう,depå,n
バター,バター,smör,n
バタフライ,バタフライ,dagfjäril,n
バタフライ,バタフライ,fjäril,n
バタン,バタン,duns,adv/adv-to/on-mim
ばたん,ばたん,duns,adv/adv-to/on-mim
バチェラー,バチェラー,ungkarl,n
バチスカーフ,バチスカーフ,batyskaf,n
バックス,バックス,Bacchus,n
バッコス,バッコス,Bacchus,n
バッカス,バッカス,Bacchus,n
バッギング,バッギング,avlyssning,n
バックギャモン,バックギャモン,brädspel,n
バックグラウンド,バックグラウンド,bakgrund,n
バックグラウンド,バックグラウンド,fond,n
バックグラウンドミュージック,バックグラウンドミュージック,bakgrundsmusik,n
バックグラウンド・ミュージック,バックグラウンド・ミュージック,bakgrundsmusik,n
バックストローク,バックストローク,ryggsim,n
バックハンド,バックハンド,backhand,n
バックパック,バックパック,ryggstol,n
バックル,バックル,sölja,n
バックレス,バックレス,rygglös,n
バッグ,バッグ,baksida,n
バック,バック,baksida,n
バッジ,バッジ,omgång,n
バッチ,バッチ,omgång,n
バッテリー,バッテリー,batteri,n
バッテリ,バッテリ,batteri,n
バッファ,バッファ,buffert,n
バッファ,バッファ,buffra,n
バッファー,バッファー,buffert,n
バッファー,バッファー,buffra,n
バッファーストック,バッファーストック,buffertlager,n
バッファー・ストック,バッファー・ストック,buffertlager,n
バッファロー,バッファロー,buffel,n
バトン,バトン,stafettpinne,n
バドミントン,バドミントン,badminton,n
バトミントン,バトミントン,badminton,n
バナジウム,バナジウム,vanadin,n
バナジン,バナジン,vanadin,n
バナナ,バナナ,banan,n
バニティーバッグ,バニティーバッグ,aftonväska,n
バニティー・バッグ,バニティー・バッグ,aftonväska,n
バニラ,バニラ,vanilj,n
ヴァニラ,ヴァニラ,vanilj,n
ワニラ,ワニラ,vanilj,n
発条,ばね,fjäder,n/uk/jlpt-1
発条,ぜんまい,fjäder,n/uk/jlpt-1
発条,はつじょう,fjäder,n/uk/jlpt-1
発条,バネ,fjäder,n/uk/jlpt-1
撥条,ばね,fjäder,n/uk
撥条,ぜんまい,fjäder,n/uk
撥条,はつじょう,fjäder,n/uk
撥条,バネ,fjäder,n/uk
弾機,ばね,fjäder,n/uk
弾機,だんき,fjäder,n/uk
弾機,バネ,fjäder,n/uk
バブル,バブル,pluttra,n/abbr
バプテスト,バプテスト,baptist,n
バプテスト,バプテスト,baptistisk,n
バラエティ,バラエティ,avart,n
バラエティー,バラエティー,avart,n
ヴァラエティ,ヴァラエティ,avart,n
ヴァラエティー,ヴァラエティー,avart,n
バラスト,バラスト,barlasta,n
バラライカ,バラライカ,balalajka,n
バランス,バランス,saldo,n/vs
バランスオブパワー,バランスオブパワー,maktbalans,n
バランス・オブ・パワー,バランス・オブ・パワー,maktbalans,n
バリア,バリア,barriär,n
バリアー,バリアー,barriär,n
バリヤ,バリヤ,barriär,n
バリヤー,バリヤー,barriär,n
バリアント,バリアント,variant,n
ヴァリアント,ヴァリアント,variant,n
バリエーション,バリエーション,variation,n
ヴァリエーション,ヴァリエーション,variation,n
バリケード,バリケード,barrikad,n
バリケイド,バリケイド,barrikad,n
バリトン,バリトン,baryton,n
バリュー,バリュー,värde,n
バルーン,バルーン,ballong,n
バルーン,バルーン,pratbubbla,n
バルクキャリア,バルクキャリア,bulkfartyg,n
バルクキャリアー,バルクキャリアー,bulkfartyg,n
バルク・キャリア,バルク・キャリア,bulkfartyg,n
バルク・キャリアー,バルク・キャリアー,bulkfartyg,n
バルコニー,バルコニー,balkong,n
バルト,バルト,baltisk,n
バルブ,バルブ,valvel,n
ヴァルヴ,ヴァルヴ,valvel,n
バレーボール,バレーボール,volleyboll,n
バレエ,バレエ,balett,n
バレリーナ,バレリーナ,ballerina,n
バロック,バロック,barock,n
バロメーター,バロメーター,barometer,n
バロメータ,バロメータ,barometer,n
バロン,バロン,baron,n
バンガロー,バンガロー,bungalow,n
バンク,バンク,skevning,n
バンケット,バンケット,bankett,n
バンタム,バンタム,bantamvikt,n
バンタム,バンタム,bantamviktare,n
バンダリズム,バンダリズム,sabb,n
バンダリズム,バンダリズム,vandalism,n
ヴァンダリズム,ヴァンダリズム,sabb,n
ヴァンダリズム,ヴァンダリズム,vandalism,n
バント,バント,stinksot,n/vs
バンド,バンド,band,n/vs
バンドル,バンドル,knyte,n
バンパー,バンパー,kofångare,n
バンブー,バンブー,bambu,n
バンプ,バンプ,gupp,n
ヴァンプ,ヴァンプ,gupp,n
パー,パー,par,n/abbr
パーカッション,パーカッション,perkussion,n
パーキング,パーキング,parkering,n
パーク,パーク,park,n
パーゴラ,パーゴラ,pergola,n
パーサー,パーサー,purser,n
パーザ,パーザ,purser,n
パーザー,パーザー,purser,n
パーシャル,パーシャル,"svag för",n
パージ,パージ,purgera,n/vs
パースペクティブ,パースペクティブ,perspektiv,n
パーセンテージ,パーセンテージ,procenthalt,n
パーセント,パーセント,procent,n
パーソナリティー,パーソナリティー,personlighet,n
パーソナリティ,パーソナリティ,personlighet,n
パーソナルコンピュータ,パーソナルコンピュータ,persondator,n
パーソナルコンピューター,パーソナルコンピューター,persondator,n
パーソナル・コンピュータ,パーソナル・コンピュータ,persondator,n
パーソナル・コンピューター,パーソナル・コンピューター,persondator,n
パーティ,パーティ,fest,n
パーティー,パーティー,fest,n
パート,パート,del,n/abbr
パートタイマー,パートタイマー,deltidare,n
パートナー,パートナー,moatjé,n
パートナーシップ,パートナーシップ,kompanjonskap,n
パープル,パープル,blåröd,n
パーミッション,パーミッション,tillåtelse,n
パーラー,パーラー,salong,n
パーラメント,パーラメント,parlament,n
パール,パール,pärla,n
パイオニア,パイオニア,banbrytare,n
パイオニア,パイオニア,föregångsman,n
パイオニア,パイオニア,vägröjare,n
パイナップル,パイナップル,ananas,n
パイピング,パイピング,rörledning,n
パイル,パイル,stapel,n
パイレーツ,パイレーツ,pirat,n
パイレーツ,パイレーツ,sjörövare,n
パイロット,パイロット,lotsa,n
パウダー,パウダー,puder,n
パウダリー,パウダリー,pudrig,n
巴基斯担,パキスタン,Pakistan,n/uk
パケット,パケット,paketera,n
パゴダ,パゴダ,pagod,n
パジャマ,パジャマ,pyjamas,n/adj-no
パスカル,パスカル,pascal,n
パステル,パステル,pastell,n
パストラル,パストラル,pastoral,n
パズル,パズル,pussel,n
パセリ,パセリ,persilja,n
パソコン,パソコン,dator,n/adj-no/abbr
パソコン,パソコン,persondator,n/adj-no/abbr
パソ,パソ,persondator,n/abbr
パターン,パターン,mall,n
パタン,パタン,mall,n
パッケージ,パッケージ,packe,n/vs
パッシブ,パッシブ,passiv,adj-na
パッショネート,パッショネート,patetisk,n
パッション,パッション,passion,n
パッシング,パッシング,övergående,n
パッセンジャー,パッセンジャー,passagerare,n
パッチ,パッチ,lappa,n/vs
パッチテスト,パッチテスト,lapptest,n
パッチ・テスト,パッチ・テスト,lapptest,n
パッチワーク,パッチワーク,styckverk,n
パッド,パッド,madrassera,n
パップ,パップ,barnvälling,n
ハップ,ハップ,barnvälling,n
パテント,パテント,patent,n
パトリオティズム,パトリオティズム,patriotism,n
パトロール,パトロール,avpatrullera,n/vs
パトロール,パトロール,patrull,n/vs
パトロール,パトロール,patrullera,n/vs
パトロウル,パトロウル,avpatrullera,n/vs
パトロウル,パトロウル,patrull,n/vs
パトロウル,パトロウル,patrullera,n/vs
パドック,パドック,paddock,n
パドル,パドル,paddel,n
巴奈馬,パナマ,Panama,n/uk
パニック,パニック,panik,n
パニック,パニック,panisk,n
パネル,パネル,pannå,n
パネルディスカッション,パネルディスカッション,estraddebatt,n
パネル・ディスカッション,パネル・ディスカッション,estraddebatt,n
パノラマ,パノラマ,panorama,n/adj-no
パノラマ,パノラマ,rundmålning,n/adj-no
パナラマ,パナラマ,panorama,n/adj-no
パナラマ,パナラマ,rundmålning,n/adj-no
パパイア,パパイア,papaya,n
パパイヤ,パパイヤ,papaya,n
パビリオン,パビリオン,paviljong,n
パフェ,パフェ,parfait,n
パルフェ,パルフェ,parfait,n
パフォーマンス,パフォーマンス,prestation,n
パーフォーマンス,パーフォーマンス,prestation,n
パフューム,パフューム,parfym,n
パフューム,パフューム,parfymera,n
パーフューム,パーフューム,parfym,n
パーフューム,パーフューム,parfymera,n
パブリシティー,パブリシティー,reklam,n
パブリシティ,パブリシティ,reklam,n
パブリックオピニオン,パブリックオピニオン,opinion,n
パブリック・オピニオン,パブリック・オピニオン,opinion,n
パブリックハウス,パブリックハウス,pub,n
パブリック・ハウス,パブリック・ハウス,pub,n
パラサイコロジー,パラサイコロジー,parapsykologi,n
パラシュート,パラシュート,fallskärm,n
パラダイス,パラダイス,paradis,n
パラダイム,パラダイム,paradigm,n
パラドクシカル,パラドクシカル,paradoxal,n
パラドックス,パラドックス,paradox,n
パラドクス,パラドクス,paradox,n
パラノイア,パラノイア,paranoia,n
パラフィン,パラフィン,paraffinera,n
パラフレーズ,パラフレーズ,parafras,n/vs
パラメーター,パラメーター,parameter,n/adj-no
パラメータ,パラメータ,parameter,n/adj-no
パラメタ,パラメタ,parameter,n/adj-no
パラメター,パラメター,parameter,n/adj-no
パララックス,パララックス,parallax,n
パリジェンヌ,パリジェンヌ,parisiska,n
パリティ,パリティ,jämställdhet,n
パリティ,パリティ,paritet,n
パリティー,パリティー,jämställdhet,n
パリティー,パリティー,paritet,n
パルサー,パルサー,pulsar,n
パルス,パルス,puls,n
パルス,パルス,trindsäd,n
パルスジェット,パルスジェット,pulsmotor,n/abbr
パルス・ジェット,パルス・ジェット,pulsmotor,n/abbr
パルスジェットエンジン,パルスジェットエンジン,pulsmotor,n
